2024-06-26 00:40:31,790 INFO    StreamThr :84731 [internal.py:wandb_internal():85] W&B internal server running at pid: 84731, started at: 2024-06-26 00:40:31.790150
2024-06-26 00:40:31,791 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: status
2024-06-26 00:40:31,794 INFO    WriterThread:84731 [datastore.py:open_for_write():87] open: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/run-j2iuc7f6.wandb
2024-06-26 00:40:31,795 DEBUG   SenderThread:84731 [sender.py:send():378] send: header
2024-06-26 00:40:31,812 DEBUG   SenderThread:84731 [sender.py:send():378] send: run
2024-06-26 00:40:32,570 INFO    SenderThread:84731 [dir_watcher.py:__init__():211] watching files in: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files
2024-06-26 00:40:32,570 INFO    SenderThread:84731 [sender.py:_start_run_threads():1123] run started: j2iuc7f6 with start time 1719342631.79099
2024-06-26 00:40:32,581 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: check_version
2024-06-26 00:40:32,581 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: check_version
2024-06-26 00:40:32,683 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: run_start
2024-06-26 00:40:32,690 DEBUG   HandlerThread:84731 [system_info.py:__init__():26] System info init
2024-06-26 00:40:32,690 DEBUG   HandlerThread:84731 [system_info.py:__init__():41] System info init done
2024-06-26 00:40:32,690 INFO    HandlerThread:84731 [system_monitor.py:start():194] Starting system monitor
2024-06-26 00:40:32,691 INFO    SystemMonitor:84731 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-06-26 00:40:32,691 INFO    HandlerThread:84731 [system_monitor.py:probe():214] Collecting system info
2024-06-26 00:40:32,694 INFO    SystemMonitor:84731 [interfaces.py:start():188] Started cpu monitoring
2024-06-26 00:40:32,696 INFO    SystemMonitor:84731 [interfaces.py:start():188] Started disk monitoring
2024-06-26 00:40:32,696 INFO    SystemMonitor:84731 [interfaces.py:start():188] Started gpuapple monitoring
2024-06-26 00:40:32,698 INFO    SystemMonitor:84731 [interfaces.py:start():188] Started memory monitoring
2024-06-26 00:40:32,698 INFO    SystemMonitor:84731 [interfaces.py:start():188] Started network monitoring
2024-06-26 00:40:33,099 DEBUG   HandlerThread:84731 [system_info.py:probe():150] Probing system
2024-06-26 00:40:33,102 DEBUG   HandlerThread:84731 [system_info.py:_probe_git():135] Probing git
2024-06-26 00:40:33,112 DEBUG   HandlerThread:84731 [system_info.py:_probe_git():143] Probing git done
2024-06-26 00:40:33,113 DEBUG   HandlerThread:84731 [system_info.py:probe():198] Probing system done
2024-06-26 00:40:33,113 DEBUG   HandlerThread:84731 [system_monitor.py:probe():223] {'os': 'macOS-14.5-arm64-arm-64bit', 'python': '3.12.3', 'heartbeatAt': '2024-06-25T19:10:33.099636', 'startedAt': '2024-06-25T19:10:31.783955', 'docker': None, 'cuda': None, 'args': ('-efp', 'continent_intervention_dataset.json', '-a', 'continent', '-d', 'cpu', '-tla', '61', '-method', 'sae masking', '-t', 'train'), 'state': 'running', 'program': '/Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/main_train.py', 'codePathLocal': 'main_train.py', 'codePath': 'gpt2/main_train.py', 'git': {'remote': 'https://github.com/MaheepChaudhary/SAE_vs_DAS.git', 'commit': 'f67b247d4a63d0119a21edb124a1bcd0bab3e721'}, 'email': 'my email address used on my git repo', 'root': '/Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS', 'host': 'Maheeps-MBP', 'username': 'maheepchaudhary', 'executable': '/Users/maheepchaudhary/miniforge3/envs/nnsight/bin/python', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 407.7839241027832}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2024-06-26 00:40:33,113 INFO    HandlerThread:84731 [system_monitor.py:probe():224] Finished collecting system info
2024-06-26 00:40:33,113 INFO    HandlerThread:84731 [system_monitor.py:probe():227] Publishing system info
2024-06-26 00:40:33,113 DEBUG   HandlerThread:84731 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-06-26 00:40:33,571 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/conda-environment.yaml
2024-06-26 00:40:37,591 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/conda-environment.yaml
2024-06-26 00:40:37,638 DEBUG   HandlerThread:84731 [system_info.py:_save_conda():222] Saving conda packages done
2024-06-26 00:40:37,638 INFO    HandlerThread:84731 [system_monitor.py:probe():229] Finished publishing system info
2024-06-26 00:40:37,640 DEBUG   SenderThread:84731 [sender.py:send():378] send: files
2024-06-26 00:40:37,640 INFO    SenderThread:84731 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-06-26 00:40:37,641 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: status_report
2024-06-26 00:40:37,695 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: python_packages
2024-06-26 00:40:37,695 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: python_packages
2024-06-26 00:40:37,695 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: stop_status
2024-06-26 00:40:37,696 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: stop_status
2024-06-26 00:40:38,039 DEBUG   SenderThread:84731 [sender.py:send():378] send: telemetry
2024-06-26 00:40:38,039 DEBUG   SenderThread:84731 [sender.py:send():378] send: telemetry
2024-06-26 00:40:38,040 DEBUG   SenderThread:84731 [sender.py:send():378] send: run
2024-06-26 00:40:38,348 INFO    SenderThread:84731 [sender.py:send_run():996] updated run: j2iuc7f6
2024-06-26 00:40:38,597 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/config.yaml
2024-06-26 00:40:38,598 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/requirements.txt
2024-06-26 00:40:38,598 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/wandb-metadata.json
2024-06-26 00:40:38,695 INFO    wandb-upload_0:84731 [upload_job.py:push():130] Uploaded file /var/folders/_x/mkf1szd12yv28px5ztl_sjjr0000gn/T/tmpgieki5rpwandb/8j9cg9en-wandb-metadata.json
2024-06-26 00:40:39,602 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:41,611 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:42,660 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: status_report
2024-06-26 00:40:43,622 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:45,629 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:47,640 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:48,130 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: status_report
2024-06-26 00:40:49,084 DEBUG   SenderThread:84731 [sender.py:send():378] send: exit
2024-06-26 00:40:49,084 INFO    SenderThread:84731 [sender.py:send_exit():585] handling exit code: 255
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:send_exit():587] handling runtime: 16
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:send_exit():593] send defer
2024-06-26 00:40:49,085 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,085 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-26 00:40:49,085 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 0
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 1
2024-06-26 00:40:49,085 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,085 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 1
2024-06-26 00:40:49,085 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 1
2024-06-26 00:40:49,085 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 2
2024-06-26 00:40:49,085 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,085 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 2
2024-06-26 00:40:49,085 INFO    HandlerThread:84731 [system_monitor.py:finish():203] Stopping system monitor
2024-06-26 00:40:49,085 DEBUG   SystemMonitor:84731 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-26 00:40:49,086 DEBUG   SystemMonitor:84731 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-26 00:40:49,086 INFO    HandlerThread:84731 [interfaces.py:finish():200] Joined cpu monitor
2024-06-26 00:40:49,086 DEBUG   SystemMonitor:84731 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-26 00:40:49,086 INFO    HandlerThread:84731 [interfaces.py:finish():200] Joined disk monitor
2024-06-26 00:40:49,319 INFO    HandlerThread:84731 [interfaces.py:finish():200] Joined gpuapple monitor
2024-06-26 00:40:49,319 INFO    HandlerThread:84731 [interfaces.py:finish():200] Joined memory monitor
2024-06-26 00:40:49,319 INFO    HandlerThread:84731 [interfaces.py:finish():200] Joined network monitor
2024-06-26 00:40:49,319 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 2
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 3
2024-06-26 00:40:49,319 DEBUG   SenderThread:84731 [sender.py:send():378] send: telemetry
2024-06-26 00:40:49,319 DEBUG   SenderThread:84731 [sender.py:send():378] send: stats
2024-06-26 00:40:49,319 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,319 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 3
2024-06-26 00:40:49,319 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 3
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 4
2024-06-26 00:40:49,319 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,319 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 4
2024-06-26 00:40:49,319 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 4
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 5
2024-06-26 00:40:49,319 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,319 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 5
2024-06-26 00:40:49,319 DEBUG   SenderThread:84731 [sender.py:send():378] send: summary
2024-06-26 00:40:49,319 INFO    SenderThread:84731 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-06-26 00:40:49,320 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,320 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 5
2024-06-26 00:40:49,320 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 6
2024-06-26 00:40:49,320 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,320 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 6
2024-06-26 00:40:49,320 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,320 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 6
2024-06-26 00:40:49,321 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: status_report
2024-06-26 00:40:49,620 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 7
2024-06-26 00:40:49,620 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:49,620 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 7
2024-06-26 00:40:49,621 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:49,621 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 7
2024-06-26 00:40:49,651 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/config.yaml
2024-06-26 00:40:49,651 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:49,652 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/wandb-summary.json
2024-06-26 00:40:50,088 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-26 00:40:51,218 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 8
2024-06-26 00:40:51,218 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: poll_exit
2024-06-26 00:40:51,218 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:51,219 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 8
2024-06-26 00:40:51,220 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:51,220 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 8
2024-06-26 00:40:51,220 INFO    SenderThread:84731 [job_builder.py:build():432] Attempting to build job artifact
2024-06-26 00:40:51,221 INFO    SenderThread:84731 [job_builder.py:_get_source_type():565] is repo sourced job
2024-06-26 00:40:51,245 INFO    SenderThread:84731 [job_builder.py:build():541] adding wandb-job metadata file
2024-06-26 00:40:51,246 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 9
2024-06-26 00:40:51,247 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:51,247 DEBUG   SenderThread:84731 [sender.py:send():378] send: artifact
2024-06-26 00:40:51,247 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 9
2024-06-26 00:40:51,662 INFO    Thread-12 :84731 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:52,094 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-26 00:40:52,999 INFO    SenderThread:84731 [sender.py:send_artifact():1467] sent artifact job-https___github.com_MaheepChaudhary_SAE_vs_DAS.git_gpt2_main_train.py - {'id': 'QXJ0aWZhY3Q6OTI2MzQ4NjQw', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjE5MDQ4NDEyNA==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6OTI2MzQ4NjQw', 'versionIndex': 21}}}
2024-06-26 00:40:52,999 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:52,999 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 9
2024-06-26 00:40:53,000 INFO    SenderThread:84731 [dir_watcher.py:finish():358] shutting down directory watcher
2024-06-26 00:40:53,670 INFO    SenderThread:84731 [dir_watcher.py:finish():388] scan: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files
2024-06-26 00:40:53,670 INFO    SenderThread:84731 [dir_watcher.py:finish():402] scan save: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/requirements.txt requirements.txt
2024-06-26 00:40:53,670 INFO    SenderThread:84731 [dir_watcher.py:finish():402] scan save: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log output.log
2024-06-26 00:40:53,671 INFO    SenderThread:84731 [dir_watcher.py:finish():402] scan save: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/config.yaml config.yaml
2024-06-26 00:40:53,671 INFO    SenderThread:84731 [dir_watcher.py:finish():402] scan save: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/wandb-summary.json wandb-summary.json
2024-06-26 00:40:53,673 INFO    SenderThread:84731 [dir_watcher.py:finish():402] scan save: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/conda-environment.yaml conda-environment.yaml
2024-06-26 00:40:53,673 INFO    SenderThread:84731 [dir_watcher.py:finish():402] scan save: /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/wandb-metadata.json wandb-metadata.json
2024-06-26 00:40:53,674 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 10
2024-06-26 00:40:53,676 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: poll_exit
2024-06-26 00:40:53,676 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:53,676 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 10
2024-06-26 00:40:53,677 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:53,677 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 10
2024-06-26 00:40:53,678 INFO    SenderThread:84731 [file_pusher.py:finish():169] shutting down file pusher
2024-06-26 00:40:54,106 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-26 00:40:54,106 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: poll_exit
2024-06-26 00:40:54,431 INFO    wandb-upload_3:84731 [upload_job.py:push():130] Uploaded file /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/wandb-summary.json
2024-06-26 00:40:54,431 INFO    wandb-upload_1:84731 [upload_job.py:push():130] Uploaded file /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/output.log
2024-06-26 00:40:54,434 INFO    wandb-upload_4:84731 [upload_job.py:push():130] Uploaded file /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/conda-environment.yaml
2024-06-26 00:40:54,841 INFO    wandb-upload_0:84731 [upload_job.py:push():130] Uploaded file /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/requirements.txt
2024-06-26 00:40:55,112 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: poll_exit
2024-06-26 00:40:55,112 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: poll_exit
2024-06-26 00:40:55,250 INFO    wandb-upload_2:84731 [upload_job.py:push():130] Uploaded file /Users/maheepchaudhary/pytorch/Projects/SAE_vs_DAS/gpt2/wandb/run-20240626_004031-j2iuc7f6/files/config.yaml
2024-06-26 00:40:55,455 INFO    Thread-11 (_thread_body):84731 [sender.py:transition_state():613] send defer: 11
2024-06-26 00:40:55,456 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:55,456 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 11
2024-06-26 00:40:55,456 DEBUG   SenderThread:84731 [sender.py:send_request():405] send_request: defer
2024-06-26 00:40:55,456 INFO    SenderThread:84731 [sender.py:send_request_defer():609] handle sender defer: 11
2024-06-26 00:40:55,456 INFO    SenderThread:84731 [file_pusher.py:join():175] waiting for file pusher
2024-06-26 00:40:55,456 INFO    SenderThread:84731 [sender.py:transition_state():613] send defer: 12
2024-06-26 00:40:55,456 DEBUG   HandlerThread:84731 [handler.py:handle_request():158] handle_request: defer
2024-06-26 00:40:55,456 INFO    HandlerThread:84731 [handler.py:handle_request_defer():184] handle defer: 12
