2024-05-15 11:45:11,397 INFO    StreamThr :1018 [internal.py:wandb_internal():85] W&B internal server running at pid: 1018, started at: 2024-05-15 11:45:11.395976
2024-05-15 11:45:11,397 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status
2024-05-15 11:45:11,398 INFO    WriterThread:1018 [datastore.py:open_for_write():87] open: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114504-dymiiukn/run-dymiiukn.wandb
2024-05-15 11:45:11,399 DEBUG   SenderThread:1018 [sender.py:send():378] send: header
2024-05-15 11:45:11,399 DEBUG   SenderThread:1018 [sender.py:send():378] send: run
2024-05-15 11:45:12,069 INFO    SenderThread:1018 [dir_watcher.py:__init__():211] watching files in: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114504-dymiiukn/files
2024-05-15 11:45:12,069 INFO    SenderThread:1018 [sender.py:_start_run_threads():1123] run started: dymiiukn with start time 1715753710.533858
2024-05-15 11:45:12,085 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: check_version
2024-05-15 11:45:12,086 DEBUG   SenderThread:1018 [sender.py:send_request():405] send_request: check_version
2024-05-15 11:45:12,177 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: run_start
2024-05-15 11:45:12,178 DEBUG   HandlerThread:1018 [system_info.py:__init__():26] System info init
2024-05-15 11:45:12,178 DEBUG   HandlerThread:1018 [system_info.py:__init__():41] System info init done
2024-05-15 11:45:12,178 INFO    HandlerThread:1018 [system_monitor.py:start():194] Starting system monitor
2024-05-15 11:45:12,178 INFO    SystemMonitor:1018 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-15 11:45:12,178 INFO    HandlerThread:1018 [system_monitor.py:probe():214] Collecting system info
2024-05-15 11:45:12,179 INFO    SystemMonitor:1018 [interfaces.py:start():188] Started cpu monitoring
2024-05-15 11:45:12,183 INFO    SystemMonitor:1018 [interfaces.py:start():188] Started disk monitoring
2024-05-15 11:45:12,184 INFO    SystemMonitor:1018 [interfaces.py:start():188] Started gpuapple monitoring
2024-05-15 11:45:12,185 INFO    SystemMonitor:1018 [interfaces.py:start():188] Started memory monitoring
2024-05-15 11:45:12,186 INFO    SystemMonitor:1018 [interfaces.py:start():188] Started network monitoring
2024-05-15 11:45:12,592 DEBUG   HandlerThread:1018 [system_info.py:probe():150] Probing system
2024-05-15 11:45:12,593 DEBUG   HandlerThread:1018 [system_info.py:_probe_git():135] Probing git
2024-05-15 11:45:12,605 DEBUG   HandlerThread:1018 [system_info.py:_probe_git():143] Probing git done
2024-05-15 11:45:12,605 DEBUG   HandlerThread:1018 [system_info.py:probe():198] Probing system done
2024-05-15 11:45:12,605 DEBUG   HandlerThread:1018 [system_monitor.py:probe():223] {'os': 'macOS-14.4.1-arm64-arm-64bit', 'python': '3.12.3', 'heartbeatAt': '2024-05-15T06:15:12.592596', 'startedAt': '2024-05-15T06:15:04.013157', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/MaheepChaudhary/DAS_MAT.git', 'commit': 'def15296ee8eb255d92875daf42ae99fb0e396e3'}, 'email': 'chaudhary.maheep28@gmail.com', 'root': '/Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT', 'host': 'Maheeps-MBP', 'username': 'maheepchaudhary', 'executable': '/Users/maheepchaudhary/miniforge3/envs/nnsight/bin/python', 'cpu_count': 11, 'cpu_count_logical': 11, 'cpu_freq': {'current': 4056, 'min': 696, 'max': 4056}, 'cpu_freq_per_core': [{'current': 4056, 'min': 696, 'max': 4056}], 'disk': {'/': {'total': 460.4317207336426, 'used': 366.36966705322266}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2024-05-15 11:45:12,605 INFO    HandlerThread:1018 [system_monitor.py:probe():224] Finished collecting system info
2024-05-15 11:45:12,605 INFO    HandlerThread:1018 [system_monitor.py:probe():227] Publishing system info
2024-05-15 11:45:12,605 DEBUG   HandlerThread:1018 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-15 11:45:12,727 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:13,071 INFO    Thread-42 :1018 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114504-dymiiukn/files/conda-environment.yaml
2024-05-15 11:45:17,023 INFO    StreamThr :1018 [internal.py:wandb_internal():85] W&B internal server running at pid: 1018, started at: 2024-05-15 11:45:17.023187
2024-05-15 11:45:17,024 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status
2024-05-15 11:45:17,024 INFO    WriterThread:1018 [datastore.py:open_for_write():87] open: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114517-p25552aw/run-p25552aw.wandb
2024-05-15 11:45:17,025 DEBUG   SenderThread:1018 [sender.py:send():378] send: header
2024-05-15 11:45:17,048 DEBUG   SenderThread:1018 [sender.py:send():378] send: run
2024-05-15 11:45:17,067 DEBUG   HandlerThread:1018 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-15 11:45:17,067 INFO    HandlerThread:1018 [system_monitor.py:probe():229] Finished publishing system info
2024-05-15 11:45:17,067 DEBUG   SenderThread:1018 [sender.py:send():378] send: files
2024-05-15 11:45:17,067 INFO    SenderThread:1018 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-15 11:45:17,068 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:17,090 INFO    Thread-42 :1018 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114504-dymiiukn/files/conda-environment.yaml
2024-05-15 11:45:17,090 INFO    Thread-42 :1018 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114504-dymiiukn/files/wandb-metadata.json
2024-05-15 11:45:17,665 INFO    SenderThread:1018 [dir_watcher.py:__init__():211] watching files in: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114517-p25552aw/files
2024-05-15 11:45:17,665 INFO    SenderThread:1018 [sender.py:_start_run_threads():1123] run started: p25552aw with start time 1715753717.022712
2024-05-15 11:45:17,750 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:18,080 INFO    wandb-upload_0:1018 [upload_job.py:push():130] Uploaded file /var/folders/_x/mkf1szd12yv28px5ztl_sjjr0000gn/T/tmpgk6vgmwowandb/z9r2yctx-wandb-metadata.json
2024-05-15 11:45:22,068 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:22,090 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:22,686 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:22,774 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:27,087 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:27,107 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:27,703 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:27,796 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:32,112 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:32,126 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:32,727 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:32,817 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:37,276 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:37,281 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:37,901 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:37,902 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:42,347 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:42,352 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:43,018 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:43,019 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:47,365 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:47,378 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:48,159 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:48,160 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:52,379 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:52,394 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:53,177 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:53,177 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:57,394 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:45:57,416 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:58,204 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:45:58,206 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:02,420 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:02,438 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:03,221 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:03,223 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:07,440 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:07,453 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:08,238 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:08,242 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:12,192 DEBUG   SystemMonitor:1018 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-15 11:46:12,196 DEBUG   SenderThread:1018 [sender.py:send():378] send: telemetry
2024-05-15 11:46:12,196 DEBUG   SenderThread:1018 [sender.py:send():378] send: stats
2024-05-15 11:46:12,457 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:13,204 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:13,255 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:13,261 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:13,660 INFO    Thread-42 :1018 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/maheepchaudhary/pytorch/Projects/concept_eraser_research/DAS_MAT/wandb/run-20240515_114504-dymiiukn/files/config.yaml
2024-05-15 11:46:17,474 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:18,274 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:18,281 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:18,511 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:22,499 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:23,293 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:23,303 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:23,533 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:27,513 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:28,310 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:28,326 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:28,553 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:32,533 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:33,324 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:33,352 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:33,578 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:37,552 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:38,347 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:38,368 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:38,600 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:42,197 DEBUG   SenderThread:1018 [sender.py:send():378] send: stats
2024-05-15 11:46:42,572 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: keepalive
2024-05-15 11:46:43,364 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:43,380 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:44,207 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:47,588 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: cancel
2024-05-15 11:46:47,589 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: cancel
2024-05-15 11:46:48,383 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:48,400 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:49,225 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:53,403 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:53,422 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:54,242 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:58,414 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:58,441 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:46:59,268 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:03,435 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:03,459 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:04,290 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:08,454 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:08,476 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:09,316 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:12,203 DEBUG   SenderThread:1018 [sender.py:send():378] send: stats
2024-05-15 11:47:13,474 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:13,489 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:15,218 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:18,495 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:18,506 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:20,244 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:23,513 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:23,516 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
2024-05-15 11:47:25,265 DEBUG   HandlerThread:1018 [handler.py:handle_request():158] handle_request: status_report
